model,pair_id,metric,value,ci_low,ci_high,n
openclip_vit_b16_siglip,core,false_negated_win_rate_over_positive,0.081081081081081,0.027027027027027,0.1486486486486486,74
openclip_vit_b16_siglip,core,top_positive_rate,0.9054054054054054,0.8378378378378378,0.9594594594594594,74
openclip_vit_b16_siglip,photo,mean_margin_false_vs_generic,0.0353553346645781,0.0310184247596619,0.0400544672583002,74
openclip_vit_b16_siglip,photo,mean_margin_false_vs_detailed_generic,0.002597888190381,-0.0016480889366945,0.007232172693343,74
openclip_vit_b16_siglip,photo,false_negated_win_rate_over_generic,0.9594594594594594,0.9054054054054054,1.0,74
openclip_vit_b16_siglip,photo,false_negated_win_rate_over_detailed_generic,0.5405405405405406,0.4320945945945946,0.6486486486486487,74
openclip_vit_b16_siglip,photo,false_negated_win_rate_over_positive,0.0675675675675675,0.0135135135135135,0.1351351351351351,74
openclip_vit_b16_siglip,photo,top_positive_rate,0.9054054054054054,0.8378378378378378,0.9594594594594594,74
openclip_vit_b16_siglip,visible,mean_margin_false_vs_generic,0.0360611827087078,0.032152624942901,0.0401028527434633,74
openclip_vit_b16_siglip,visible,mean_margin_false_vs_detailed_generic,0.025252450842436,0.0211409956724199,0.0295374337410353,74
openclip_vit_b16_siglip,visible,false_negated_win_rate_over_generic,0.9864864864864864,0.9594594594594594,1.0,74
openclip_vit_b16_siglip,visible,false_negated_win_rate_over_detailed_generic,0.9594594594594594,0.9054054054054054,1.0,74
openclip_vit_b16_siglip,visible,false_negated_win_rate_over_positive,0.581081081081081,0.4729729729729729,0.6891891891891891,74
openclip_vit_b16_siglip,visible,top_positive_rate,0.4054054054054054,0.2972972972972973,0.5135135135135135,74
openclip_vit_b16_siglip,without,mean_margin_false_vs_generic,0.037846405872007,0.0342879833007686,0.0411602460061053,74
openclip_vit_b16_siglip,without,mean_margin_false_vs_detailed_generic,0.0033777198304902,-0.0003279960586824,0.0070197146263197,74
openclip_vit_b16_siglip,without,false_negated_win_rate_over_generic,0.9864864864864864,0.9594594594594594,1.0,74
openclip_vit_b16_siglip,without,false_negated_win_rate_over_detailed_generic,0.6486486486486487,0.5402027027027028,0.7567567567567568,74
openclip_vit_b16_siglip,without,false_negated_win_rate_over_positive,0.054054054054054,0.0135135135135135,0.1081081081081081,74
openclip_vit_b16_siglip,without,top_positive_rate,0.8918918918918919,0.8239864864864865,0.9594594594594594,74
openclip_vit_b16_siglip,field,mean_margin_false_vs_generic,0.0254087155842197,0.0233766007962598,0.0271085069317219,74
openclip_vit_b16_siglip,field,mean_margin_false_vs_detailed_generic,-0.0023773504748186,-0.0049435061126598,-0.0001457744698775,74
openclip_vit_b16_siglip,field,false_negated_win_rate_over_generic,0.9864864864864864,0.9594594594594594,1.0,74
openclip_vit_b16_siglip,field,false_negated_win_rate_over_detailed_generic,0.4189189189189189,0.3108108108108108,0.527027027027027,74
openclip_vit_b16_siglip,field,false_negated_win_rate_over_positive,0.0135135135135135,0.0,0.0405405405405405,74
openclip_vit_b16_siglip,field,top_positive_rate,0.9594594594594594,0.9054054054054054,1.0,74
openclip_vit_b32,core,mean_margin_false_vs_generic,0.0547245234701408,0.047560320690623,0.0622301924503125,74
openclip_vit_b32,core,mean_margin_false_vs_detailed_generic,-0.0051367771129824,-0.0129445185525703,0.00283582118453,74
openclip_vit_b32,core,false_negated_win_rate_over_generic,0.9594594594594594,0.918918918918919,1.0,74
openclip_vit_b32,core,false_negated_win_rate_over_detailed_generic,0.4864864864864865,0.3780405405405406,0.5945945945945946,74
openclip_vit_b32,core,false_negated_win_rate_over_positive,0.027027027027027,0.0,0.0675675675675675,74
openclip_vit_b32,core,top_positive_rate,0.945945945945946,0.8918918918918919,0.9864864864864864,74
openclip_vit_b32,photo,mean_margin_false_vs_generic,0.0412967103900207,0.0324395794613138,0.0497306118969336,74
openclip_vit_b32,photo,mean_margin_false_vs_detailed_generic,-0.02967627076023,-0.0379495377470609,-0.0209403943878357,74
openclip_vit_b32,photo,false_negated_win_rate_over_generic,0.8783783783783784,0.7972972972972973,0.945945945945946,74
openclip_vit_b32,photo,false_negated_win_rate_over_detailed_generic,0.1891891891891892,0.1081081081081081,0.2837837837837837,74
openclip_vit_b32,photo,false_negated_win_rate_over_positive,0.0135135135135135,0.0,0.0405405405405405,74
openclip_vit_b32,photo,top_positive_rate,0.9324324324324323,0.8783783783783784,0.972972972972973,74
openclip_vit_b32,visible,mean_margin_false_vs_generic,0.0470064150231309,0.0401499804282056,0.0540822349057393,74
openclip_vit_b32,visible,mean_margin_false_vs_detailed_generic,-0.0030732667117779,-0.0110478652834242,0.0041993552567662,74
openclip_vit_b32,visible,false_negated_win_rate_over_generic,0.9594594594594594,0.9054054054054054,1.0,74
openclip_vit_b32,visible,false_negated_win_rate_over_detailed_generic,0.4594594594594595,0.3513513513513513,0.5675675675675675,74
openclip_vit_b32,visible,false_negated_win_rate_over_positive,0.0945945945945946,0.0402027027027027,0.1621621621621621,74
openclip_vit_b32,visible,top_positive_rate,0.8783783783783784,0.810472972972973,0.945945945945946,74
openclip_vit_b32,without,mean_margin_false_vs_generic,0.0320646732869836,0.0261923018083374,0.0380069440519435,74
openclip_vit_b32,without,mean_margin_false_vs_detailed_generic,-0.0254751329541394,-0.0323767123868159,-0.0189573625969824,74
openclip_vit_b32,without,false_negated_win_rate_over_generic,0.918918918918919,0.8513513513513513,0.972972972972973,74
openclip_vit_b32,without,false_negated_win_rate_over_detailed_generic,0.2162162162162162,0.1216216216216216,0.3108108108108108,74
openclip_vit_b32,without,false_negated_win_rate_over_positive,0.081081081081081,0.027027027027027,0.1486486486486486,74
openclip_vit_b32,without,top_positive_rate,0.7972972972972973,0.7027027027027027,0.8918918918918919,74
openclip_vit_b32,field,mean_margin_false_vs_generic,0.0684693122825686,0.0650232947319233,0.0712425093967345,74
openclip_vit_b32,field,mean_margin_false_vs_detailed_generic,0.0086081297539518,0.0045648710443309,0.0119572964708445,74
openclip_vit_b32,field,false_negated_win_rate_over_generic,1.0,1.0,1.0,74
openclip_vit_b32,field,false_negated_win_rate_over_detailed_generic,0.8243243243243243,0.7432432432432432,0.9054054054054054,74
openclip_vit_b32,field,false_negated_win_rate_over_positive,0.0405405405405405,0.0,0.0945945945945946,74
openclip_vit_b32,field,top_positive_rate,0.9324324324324323,0.8648648648648649,0.9864864864864864,74
openclip_vit_b32_datacomp,core,mean_margin_false_vs_generic,0.0760142400806437,0.0551556801564377,0.0980830304153458,74
openclip_vit_b32_datacomp,core,mean_margin_false_vs_detailed_generic,-0.0282155315500882,-0.0471681945303496,-0.0108073520433859,74
openclip_vit_b32_datacomp,core,false_negated_win_rate_over_generic,0.7702702702702703,0.6756756756756757,0.8648648648648649,74
openclip_vit_b32_datacomp,core,false_negated_win_rate_over_detailed_generic,0.3648648648648648,0.2567567567567567,0.4729729729729729,74
openclip_vit_b32_datacomp,core,false_negated_win_rate_over_positive,0.0675675675675675,0.0135135135135135,0.1351351351351351,74
openclip_vit_b32_datacomp,core,top_positive_rate,0.8513513513513513,0.7699324324324325,0.9324324324324323,74
openclip_vit_b32_datacomp,photo,mean_margin_false_vs_generic,0.0470787212108337,0.0226802731988946,0.0719168250335224,74
openclip_vit_b32_datacomp,photo,mean_margin_false_vs_detailed_generic,-0.0456927115717508,-0.0655725341005524,-0.0268882594773587,74
openclip_vit_b32_datacomp,photo,false_negated_win_rate_over_generic,0.6486486486486487,0.5405405405405406,0.7567567567567568,74
openclip_vit_b32_datacomp,photo,false_negated_win_rate_over_detailed_generic,0.2837837837837837,0.1891891891891892,0.3918918918918919,74
openclip_vit_b32_datacomp,photo,false_negated_win_rate_over_positive,0.081081081081081,0.027027027027027,0.1486486486486486,74
openclip_vit_b32_datacomp,photo,top_positive_rate,0.7567567567567568,0.6621621621621622,0.8513513513513513,74
openclip_vit_b32_datacomp,visible,mean_margin_false_vs_generic,0.1032732311115889,0.0812036136632606,0.1241435725410586,74
openclip_vit_b32_datacomp,visible,mean_margin_false_vs_detailed_generic,-0.0170744089584053,-0.0339316799341011,-0.0022080293055186,74
openclip_vit_b32_datacomp,visible,false_negated_win_rate_over_generic,0.8648648648648649,0.7837837837837838,0.9324324324324323,74
openclip_vit_b32_datacomp,visible,false_negated_win_rate_over_detailed_generic,0.3783783783783784,0.2702702702702703,0.4864864864864865,74
openclip_vit_b32_datacomp,visible,false_negated_win_rate_over_positive,0.1756756756756756,0.0945945945945946,0.2702702702702703,74
openclip_vit_b32_datacomp,visible,top_positive_rate,0.7297297297297297,0.6347972972972973,0.8243243243243243,74
openclip_vit_b32_datacomp,without,mean_margin_false_vs_generic,0.0996631746549926,0.0780732684886089,0.12018277531997,74
openclip_vit_b32_datacomp,without,mean_margin_false_vs_detailed_generic,-0.026153929516391,-0.0426259539070415,-0.0087174979328755,74
openclip_vit_b32_datacomp,without,false_negated_win_rate_over_generic,0.8378378378378378,0.7432432432432432,0.918918918918919,74
openclip_vit_b32_datacomp,without,false_negated_win_rate_over_detailed_generic,0.3378378378378378,0.2297297297297297,0.4459459459459459,74
openclip_vit_b32_datacomp,without,false_negated_win_rate_over_positive,0.0405405405405405,0.0,0.0945945945945946,74
openclip_vit_b32_datacomp,without,top_positive_rate,0.8648648648648649,0.7837837837837838,0.9324324324324323,74
openclip_vit_b32_datacomp,field,mean_margin_false_vs_generic,0.1451329915348895,0.131897787019186,0.1587938963800241,74
openclip_vit_b32_datacomp,field,mean_margin_false_vs_detailed_generic,0.0290594292286541,0.0207383924826992,0.0372453141694173,74
openclip_vit_b32_datacomp,field,false_negated_win_rate_over_generic,0.972972972972973,0.9324324324324323,1.0,74
openclip_vit_b32_datacomp,field,false_negated_win_rate_over_detailed_generic,0.8108108108108109,0.7297297297297297,0.8918918918918919,74
openclip_vit_b32_datacomp,field,false_negated_win_rate_over_positive,0.1351351351351351,0.054054054054054,0.2162162162162162,74
openclip_vit_b32_datacomp,field,top_positive_rate,0.7837837837837838,0.6891891891891891,0.8783783783783784,74
openclip_vit_b32_openai,core,mean_margin_false_vs_generic,0.0052712851144928,0.0015516793067726,0.0093546143473237,74
openclip_vit_b32_openai,core,mean_margin_false_vs_detailed_generic,-0.0124085835826419,-0.0171890751998687,-0.0080238381271037,74
openclip_vit_b32_openai,core,false_negated_win_rate_over_generic,0.6756756756756757,0.5675675675675675,0.7837837837837838,74
openclip_vit_b32_openai,core,false_negated_win_rate_over_detailed_generic,0.2297297297297297,0.1351351351351351,0.3378378378378378,74
openclip_vit_b32_openai,core,false_negated_win_rate_over_positive,0.0405405405405405,0.0,0.0945945945945946,74
openclip_vit_b32_openai,core,top_positive_rate,0.918918918918919,0.8513513513513513,0.972972972972973,74
openclip_vit_b32_openai,photo,mean_margin_false_vs_generic,-0.0046642543997409,-0.0089002803968843,-0.0005641076893507,74
openclip_vit_b32_openai,photo,mean_margin_false_vs_detailed_generic,-0.0228217467228117,-0.0274143806118773,-0.0181430339906969,74
openclip_vit_b32_openai,photo,false_negated_win_rate_over_generic,0.4054054054054054,0.2972972972972973,0.5003378378378376,74
openclip_vit_b32_openai,photo,false_negated_win_rate_over_detailed_generic,0.1621621621621621,0.0945945945945946,0.2432432432432432,74
openclip_vit_b32_openai,photo,false_negated_win_rate_over_positive,0.0405405405405405,0.0,0.0945945945945946,74
openclip_vit_b32_openai,photo,top_positive_rate,0.918918918918919,0.8513513513513513,0.972972972972973,74
openclip_vit_b32_openai,visible,mean_margin_false_vs_generic,0.0044961535119421,0.0011576490496041,0.0076344608828298,74
openclip_vit_b32_openai,visible,mean_margin_false_vs_detailed_generic,-0.0055411286414099,-0.0089997411190579,-0.0018446159869169,74
openclip_vit_b32_openai,visible,false_negated_win_rate_over_generic,0.6621621621621622,0.5540540540540541,0.7567567567567568,74
openclip_vit_b32_openai,visible,false_negated_win_rate_over_detailed_generic,0.3783783783783784,0.2834459459459459,0.4864864864864865,74
openclip_vit_b32_openai,visible,false_negated_win_rate_over_positive,0.0405405405405405,0.0,0.0945945945945946,74
openclip_vit_b32_openai,visible,top_positive_rate,0.9324324324324323,0.8648648648648649,0.9864864864864864,74
openclip_vit_b32_openai,without,mean_margin_false_vs_generic,0.0043056871750048,4.700305250229975e-05,0.0086108922615422,74
openclip_vit_b32_openai,without,mean_margin_false_vs_detailed_generic,-0.0146184258416264,-0.0195099240376278,-0.0105145856367805,74
openclip_vit_b32_openai,without,false_negated_win_rate_over_generic,0.6216216216216216,0.5135135135135135,0.7297297297297297,74
openclip_vit_b32_openai,without,false_negated_win_rate_over_detailed_generic,0.2702702702702703,0.1621621621621621,0.3648648648648648,74
openclip_vit_b32_openai,without,false_negated_win_rate_over_positive,0.1216216216216216,0.054054054054054,0.2030405405405402,74
openclip_vit_b32_openai,without,top_positive_rate,0.6216216216216216,0.5135135135135135,0.7297297297297297,74
openclip_vit_b32_openai,field,mean_margin_false_vs_generic,0.0187873889707447,0.0172703230415832,0.0201633138039817,74
openclip_vit_b32_openai,field,mean_margin_false_vs_detailed_generic,0.0049239919891284,0.0031405400393624,0.0064197619148036,74
openclip_vit_b32_openai,field,false_negated_win_rate_over_generic,0.9864864864864864,0.945945945945946,1.0,74
openclip_vit_b32_openai,field,false_negated_win_rate_over_detailed_generic,0.8648648648648649,0.7837837837837838,0.9324324324324323,74
openclip_vit_b32_openai,field,false_negated_win_rate_over_positive,0.0405405405405405,0.0,0.0945945945945946,74
openclip_vit_b32_openai,field,top_positive_rate,0.945945945945946,0.8918918918918919,0.9864864864864864,74
