model,scenario,prompt_group,metric,value,ci_low,ci_high,n
openclip_rn50,person_beach,containing,mean_positive_specificity_gain,0.0127453724827512,0.01040381504613,0.0151104453920364,30
openclip_rn50,person_beach,containing,mean_false_absence_tolerance,-0.002890098708932,-0.0060163519694744,0.0007152041292938,30
openclip_rn50,person_beach,containing,positive_top_rate,0.9666666666666668,0.9,1.0,30
openclip_rn50,person_beach,containing,false_negative_top_rate,0.0,0.0,0.0,30
openclip_rn50,bicycle_street,base,mean_positive_specificity_gain,0.0471147327331538,0.0438532964133905,0.05034230639973,36
openclip_rn50,bicycle_street,base,mean_false_absence_tolerance,0.0493397315519948,0.0465544984418328,0.0517632877595924,36
openclip_rn50,bicycle_street,base,positive_top_rate,0.25,0.1111111111111111,0.3888888888888889,36
openclip_rn50,bicycle_street,base,false_negative_top_rate,0.75,0.6111111111111112,0.8888888888888888,36
openclip_rn50,bicycle_street,photo_prefix,mean_positive_specificity_gain,0.0418088353435431,0.0383941640015903,0.0450220361392875,36
openclip_rn50,bicycle_street,photo_prefix,mean_false_absence_tolerance,0.0398898235997259,0.0374909977760023,0.0422411493142758,36
openclip_rn50,bicycle_street,photo_prefix,positive_top_rate,0.6388888888888888,0.5,0.8055555555555556,36
openclip_rn50,bicycle_street,photo_prefix,false_negative_top_rate,0.3611111111111111,0.2222222222222222,0.5277777777777778,36
openclip_rn50,bicycle_street,visible,mean_positive_specificity_gain,0.0478419407848037,0.0449059143557244,0.0505378820151615,36
openclip_rn50,bicycle_street,visible,mean_false_absence_tolerance,0.0431357597140328,0.0402455517373745,0.0460708798200166,36
openclip_rn50,bicycle_street,visible,positive_top_rate,0.7777777777777778,0.6388888888888888,0.9166666666666666,36
openclip_rn50,bicycle_street,visible,false_negative_top_rate,0.2222222222222222,0.1111111111111111,0.3611111111111111,36
openclip_rn50,bicycle_street,containing,mean_positive_specificity_gain,0.0430255536695029,0.0398434989383178,0.046163829128373,36
openclip_rn50,bicycle_street,containing,mean_false_absence_tolerance,0.0409682965837358,0.0382608322724762,0.0436090557990525,36
openclip_rn50,bicycle_street,containing,positive_top_rate,0.5833333333333334,0.4166666666666667,0.75,36
openclip_rn50,bicycle_street,containing,false_negative_top_rate,0.4166666666666667,0.25,0.5833333333333334,36
openclip_rn50,kitchen_table,image,image_condition_separation,0.0278954753194956,0.0249458391097249,0.0340419096521573,345
openclip_rn50,street_car,image,image_condition_separation,0.0935715648349375,0.0830557792768418,0.1115859892108277,312
openclip_rn50,cat_sofa,image,image_condition_separation,0.2586257102965026,0.2240099342234198,0.3091142744342471,72
openclip_rn50,person_beach,image,image_condition_separation,0.0828274716330336,0.0749734819619984,0.1171794743386883,65
openclip_rn50,bicycle_street,image,image_condition_separation,0.1379867175377344,0.122047570082875,0.1745174796687461,69
openclip_vit_b16_openai,kitchen_table,base,mean_positive_specificity_gain,0.0211837693469658,0.0197899707866505,0.0227091737522106,193
openclip_vit_b16_openai,kitchen_table,base,mean_false_absence_tolerance,0.014211536805376,0.0128185875223384,0.0155942242570076,193
openclip_vit_b16_openai,kitchen_table,base,positive_top_rate,0.9481865284974094,0.911917098445596,0.9740932642487048,193
openclip_vit_b16_openai,kitchen_table,base,false_negative_top_rate,0.0466321243523316,0.0207253886010362,0.077720207253886,193
openclip_vit_b16_openai,kitchen_table,photo_prefix,mean_positive_specificity_gain,0.017501592324277,0.0158046658111831,0.0192804433693682,193
openclip_vit_b16_openai,kitchen_table,photo_prefix,mean_false_absence_tolerance,0.0069111289725805,0.0054633802802953,0.0083668774869626,193
openclip_vit_b16_openai,kitchen_table,photo_prefix,positive_top_rate,0.9792746113989638,0.9585492227979274,0.9948186528497408,193
openclip_vit_b16_openai,kitchen_table,photo_prefix,false_negative_top_rate,0.0103626943005181,0.0,0.0259067357512953,193
openclip_vit_b16_openai,kitchen_table,visible,mean_positive_specificity_gain,0.0163045097582926,0.0143940974265822,0.0183069331174341,193
openclip_vit_b16_openai,kitchen_table,visible,mean_false_absence_tolerance,0.0113258598472673,0.009995023868103,0.0127151489326851,193
openclip_vit_b16_openai,kitchen_table,visible,positive_top_rate,0.7979274611398963,0.7409326424870466,0.8497409326424871,193
openclip_vit_b16_openai,kitchen_table,visible,false_negative_top_rate,0.1761658031088082,0.1191709844559585,0.233160621761658,193
openclip_vit_b16_openai,kitchen_table,containing,mean_positive_specificity_gain,0.0156415959575487,0.0143380527180202,0.0168927338596897,193
openclip_vit_b16_openai,kitchen_table,containing,mean_false_absence_tolerance,0.0080761260034663,0.0072341961979679,0.0089585225788631,193
openclip_vit_b16_openai,kitchen_table,containing,positive_top_rate,0.9637305699481864,0.9378238341968912,0.9896373056994818,193
openclip_vit_b16_openai,kitchen_table,containing,false_negative_top_rate,0.0207253886010362,0.005181347150259,0.0414507772020725,193
openclip_vit_b16_openai,street_car,base,mean_positive_specificity_gain,0.0234555136041977,0.0215779344304851,0.0253599316214049,170
openclip_vit_b16_openai,street_car,base,mean_false_absence_tolerance,0.0166145460875735,0.0150634550642589,0.0182009714430446,170
openclip_vit_b16_openai,street_car,base,positive_top_rate,0.7411764705882353,0.6705882352941176,0.8,170
openclip_vit_b16_openai,street_car,base,false_negative_top_rate,0.2411764705882353,0.1822058823529412,0.3058823529411765,170
openclip_vit_b16_openai,street_car,photo_prefix,mean_positive_specificity_gain,0.0189823270126454,0.0173611272449764,0.0206820382769421,170
openclip_vit_b16_openai,street_car,photo_prefix,mean_false_absence_tolerance,0.0023099760455441,0.000768431768864,0.0038205790239677,170
openclip_vit_b16_openai,street_car,photo_prefix,positive_top_rate,0.923529411764706,0.8823529411764706,0.9588235294117649,170
openclip_vit_b16_openai,street_car,photo_prefix,false_negative_top_rate,0.0352941176470588,0.0117647058823529,0.0647058823529411,170
openclip_vit_b16_openai,street_car,visible,mean_positive_specificity_gain,0.0110254873417942,0.008837536687094,0.013102149257395,170
openclip_vit_b16_openai,street_car,visible,mean_false_absence_tolerance,0.0100624314717045,0.0082296110786225,0.0117504404455357,170
openclip_vit_b16_openai,street_car,visible,positive_top_rate,0.5588235294117647,0.4823529411764706,0.6352941176470588,170
openclip_vit_b16_openai,street_car,visible,false_negative_top_rate,0.3117647058823529,0.2411764705882353,0.3764705882352941,170
openclip_vit_b16_openai,street_car,containing,mean_positive_specificity_gain,0.0125024348660682,0.0107657665141003,0.0142630456765206,170
openclip_vit_b16_openai,street_car,containing,mean_false_absence_tolerance,0.0080281298068397,0.0067442589680654,0.0094058573694502,170
openclip_vit_b16_openai,street_car,containing,positive_top_rate,0.6705882352941176,0.6,0.7413235294117646,170
openclip_vit_b16_openai,street_car,containing,false_negative_top_rate,0.2411764705882353,0.1823529411764705,0.3058823529411765,170
openclip_vit_b16_openai,cat_sofa,base,mean_positive_specificity_gain,0.0435724488761854,0.041893101153588,0.0453514613151647,37
openclip_vit_b16_openai,cat_sofa,base,mean_false_absence_tolerance,0.0362699977825358,0.0345858504928394,0.0377763801917498,37
openclip_vit_b16_openai,cat_sofa,base,positive_top_rate,0.8918918918918919,0.7837837837837838,0.972972972972973,37
openclip_vit_b16_openai,cat_sofa,base,false_negative_top_rate,0.1081081081081081,0.027027027027027,0.2162162162162162,37
openclip_vit_b16_openai,cat_sofa,photo_prefix,mean_positive_specificity_gain,0.0398019089903918,0.0382094608150347,0.0413043303134318,37
openclip_vit_b16_openai,cat_sofa,photo_prefix,mean_false_absence_tolerance,0.0290085394988265,0.0273987643177763,0.0307426286255222,37
openclip_vit_b16_openai,cat_sofa,photo_prefix,positive_top_rate,1.0,1.0,1.0,37
openclip_vit_b16_openai,cat_sofa,photo_prefix,false_negative_top_rate,0.0,0.0,0.0,37
openclip_vit_b16_openai,cat_sofa,visible,mean_positive_specificity_gain,0.0443488219348894,0.0424582420246406,0.0461799508918337,37
openclip_vit_b16_openai,cat_sofa,visible,mean_false_absence_tolerance,0.034051710789383,0.0322548260077676,0.0358374302011142,37
openclip_vit_b16_openai,cat_sofa,visible,positive_top_rate,0.945945945945946,0.8648648648648649,1.0,37
openclip_vit_b16_openai,cat_sofa,visible,false_negative_top_rate,0.054054054054054,0.0,0.1351351351351351,37
openclip_vit_b16_openai,cat_sofa,containing,mean_positive_specificity_gain,0.0373657650399857,0.0356802076756269,0.0391787723548382,37
openclip_vit_b16_openai,cat_sofa,containing,mean_false_absence_tolerance,0.0312415824754089,0.029793592884784,0.0326062981989021,37
openclip_vit_b16_openai,cat_sofa,containing,positive_top_rate,0.918918918918919,0.8371621621621622,1.0,37
openclip_vit_b16_openai,cat_sofa,containing,false_negative_top_rate,0.081081081081081,0.0,0.1891891891891892,37
openclip_vit_b16_openai,person_beach,base,mean_positive_specificity_gain,0.0152472952644569,0.0129758576132791,0.0173294286142914,30
openclip_vit_b16_openai,person_beach,base,mean_false_absence_tolerance,0.0058647361640283,0.0023162924794957,0.00930798659067,30
openclip_vit_b16_openai,person_beach,base,positive_top_rate,0.8666666666666667,0.7333333333333333,0.9666666666666668,30
openclip_vit_b16_openai,person_beach,base,false_negative_top_rate,0.1333333333333333,0.0333333333333333,0.2666666666666666,30
openclip_vit_b16_openai,person_beach,photo_prefix,mean_positive_specificity_gain,0.0107893088147002,0.0091941565678181,0.0125227948459571,30
openclip_vit_b16_openai,person_beach,photo_prefix,mean_false_absence_tolerance,-0.0027208092554442,-0.0054511988053322,5.7348911905136776e-06,30
openclip_vit_b16_openai,person_beach,photo_prefix,positive_top_rate,0.9333333333333332,0.8333333333333334,1.0,30
openclip_vit_b16_openai,person_beach,photo_prefix,false_negative_top_rate,0.0666666666666666,0.0,0.1666666666666666,30
openclip_vit_b16_openai,person_beach,visible,mean_positive_specificity_gain,0.008685664716778,0.0065932331065367,0.0109767317184364,30
openclip_vit_b16_openai,person_beach,visible,mean_false_absence_tolerance,-0.0008297788094689,-0.0039738235112255,0.0023184634415703,30
openclip_vit_b16_openai,person_beach,visible,positive_top_rate,0.8333333333333334,0.7,0.9666666666666668,30
openclip_vit_b16_openai,person_beach,visible,false_negative_top_rate,0.1,0.0,0.2,30
openclip_vit_b16_openai,person_beach,containing,mean_positive_specificity_gain,0.007569366822699,0.0048153643401919,0.0104031178027778,30
openclip_vit_b16_openai,person_beach,containing,mean_false_absence_tolerance,-0.002660872989441,-0.0061942903092951,0.0007917391792463,30
openclip_vit_b16_openai,person_beach,containing,positive_top_rate,0.7333333333333333,0.5666666666666667,0.8666666666666667,30
openclip_vit_b16_openai,person_beach,containing,false_negative_top_rate,0.0333333333333333,0.0,0.1,30
openclip_vit_b16_openai,bicycle_street,base,mean_positive_specificity_gain,0.0435962843155887,0.0412178181074037,0.0458313298203231,36
openclip_vit_b16_openai,bicycle_street,base,mean_false_absence_tolerance,0.0463686798483805,0.0437630683034815,0.0489179600784383,36
openclip_vit_b16_openai,bicycle_street,base,positive_top_rate,0.3333333333333333,0.1944444444444444,0.4722222222222222,36
openclip_vit_b16_openai,bicycle_street,base,false_negative_top_rate,0.6666666666666666,0.5277777777777778,0.8333333333333334,36
openclip_vit_b16_openai,bicycle_street,photo_prefix,mean_positive_specificity_gain,0.0336100687614292,0.0309279598687339,0.035778765044741,36
openclip_vit_b16_openai,bicycle_street,photo_prefix,mean_false_absence_tolerance,0.0362862247070868,0.0336910974803076,0.038639535913607,36
openclip_vit_b16_openai,bicycle_street,photo_prefix,positive_top_rate,0.4444444444444444,0.2777777777777778,0.6111111111111112,36
openclip_vit_b16_openai,bicycle_street,photo_prefix,false_negative_top_rate,0.5555555555555556,0.4159722222222223,0.7222222222222222,36
openclip_vit_b16_openai,bicycle_street,visible,mean_positive_specificity_gain,0.0352708590933498,0.032562450356686,0.0378242457910715,36
openclip_vit_b16_openai,bicycle_street,visible,mean_false_absence_tolerance,0.0397857134328325,0.0367761978228624,0.0424178081273597,36
openclip_vit_b16_openai,bicycle_street,visible,positive_top_rate,0.1944444444444444,0.0833333333333333,0.3333333333333333,36
openclip_vit_b16_openai,bicycle_street,visible,false_negative_top_rate,0.8055555555555556,0.6666666666666666,0.9166666666666666,36
openclip_vit_b16_openai,bicycle_street,containing,mean_positive_specificity_gain,0.0346699536790832,0.0321624984619467,0.0369636694142183,36
openclip_vit_b16_openai,bicycle_street,containing,mean_false_absence_tolerance,0.0371240100728973,0.0344895914879034,0.0394625110930083,36
openclip_vit_b16_openai,bicycle_street,containing,positive_top_rate,0.1666666666666666,0.0555555555555555,0.3055555555555556,36
openclip_vit_b16_openai,bicycle_street,containing,false_negative_top_rate,0.8333333333333334,0.7222222222222222,0.9444444444444444,36
openclip_vit_b16_openai,kitchen_table,image,image_condition_separation,0.0187132052178305,0.0168673886383017,0.0233662541091761,345
openclip_vit_b16_openai,street_car,image,image_condition_separation,0.0534274224999299,0.0470365965434037,0.0655281526471464,312
openclip_vit_b16_openai,cat_sofa,image,image_condition_separation,0.1887981725922325,0.1635637555315067,0.2268626265139808,72
openclip_vit_b16_openai,person_beach,image,image_condition_separation,0.0645404461021766,0.0567746801290093,0.097127212400767,65
openclip_vit_b16_openai,bicycle_street,image,image_condition_separation,0.0963799158995952,0.0852010765651197,0.1233422412845462,69
openclip_vit_b16_siglip,kitchen_table,base,mean_positive_specificity_gain,0.0153666239448621,0.0135387234492729,0.0171729396006273,193
openclip_vit_b16_siglip,kitchen_table,base,mean_false_absence_tolerance,0.0056593123841671,0.0037227664904954,0.0077551272709749,193
openclip_vit_b16_siglip,kitchen_table,base,positive_top_rate,0.6787564766839378,0.6113989637305699,0.7409326424870466,193
openclip_vit_b16_siglip,kitchen_table,base,false_negative_top_rate,0.2435233160621761,0.1813471502590673,0.3006476683937822,193
openclip_vit_b16_siglip,kitchen_table,photo_prefix,mean_positive_specificity_gain,0.0150181068231894,0.013609966486331,0.0164619467156661,193
openclip_vit_b16_siglip,kitchen_table,photo_prefix,mean_false_absence_tolerance,-0.0055935803892081,-0.0070881470324656,-0.0039875937166957,193
openclip_vit_b16_siglip,kitchen_table,photo_prefix,positive_top_rate,0.917098445595855,0.8756476683937824,0.9533678756476685,193
openclip_vit_b16_siglip,kitchen_table,photo_prefix,false_negative_top_rate,0.0155440414507772,0.0,0.0362694300518134,193
openclip_vit_b16_siglip,kitchen_table,visible,mean_positive_specificity_gain,0.0127403693069799,0.0113748139945411,0.0140844611623229,193
openclip_vit_b16_siglip,kitchen_table,visible,mean_false_absence_tolerance,0.0179561350070292,0.0160681553789983,0.0197986297071753,193
openclip_vit_b16_siglip,kitchen_table,visible,positive_top_rate,0.2020725388601036,0.1502590673575129,0.2590673575129533,193
openclip_vit_b16_siglip,kitchen_table,visible,false_negative_top_rate,0.7616580310880829,0.6994818652849741,0.8186528497409327,193
openclip_vit_b16_siglip,kitchen_table,containing,mean_positive_specificity_gain,0.0272642971122953,0.0255111799219975,0.0289736299554295,193
openclip_vit_b16_siglip,kitchen_table,containing,mean_false_absence_tolerance,0.0098070348165355,0.0087538790624096,0.0108285359120858,193
openclip_vit_b16_siglip,kitchen_table,containing,positive_top_rate,0.9533678756476685,0.922279792746114,0.9792746113989638,193
openclip_vit_b16_siglip,kitchen_table,containing,false_negative_top_rate,0.0362694300518134,0.0103626943005181,0.0621761658031088,193
openclip_vit_b16_siglip,street_car,base,mean_positive_specificity_gain,0.0163400941699224,0.0145107554815746,0.0181583938763421,170
openclip_vit_b16_siglip,street_car,base,mean_false_absence_tolerance,-0.007878589881742,-0.0100995871132437,-0.0055303165898639,170
openclip_vit_b16_siglip,street_car,base,positive_top_rate,0.8764705882352941,0.8235294117647058,0.9236764705882352,170
openclip_vit_b16_siglip,street_car,base,false_negative_top_rate,0.0470588235294117,0.0176470588235294,0.0823529411764705,170
openclip_vit_b16_siglip,street_car,photo_prefix,mean_positive_specificity_gain,0.0202494197551887,0.0184457286835035,0.022097686762733,170
openclip_vit_b16_siglip,street_car,photo_prefix,mean_false_absence_tolerance,-0.0062321306936867,-0.0081723074823767,-0.0043700542510443,170
openclip_vit_b16_siglip,street_car,photo_prefix,positive_top_rate,0.9294117647058824,0.888235294117647,0.9647058823529412,170
openclip_vit_b16_siglip,street_car,photo_prefix,false_negative_top_rate,0.0411764705882352,0.0176470588235294,0.0707352941176469,170
openclip_vit_b16_siglip,street_car,visible,mean_positive_specificity_gain,0.0167604624300917,0.0145739079218717,0.0189842779706574,170
openclip_vit_b16_siglip,street_car,visible,mean_false_absence_tolerance,0.0087721231091663,0.006907689950753,0.0106681784627188,170
openclip_vit_b16_siglip,street_car,visible,positive_top_rate,0.7411764705882353,0.6705882352941176,0.8,170
openclip_vit_b16_siglip,street_car,visible,false_negative_top_rate,0.1764705882352941,0.1176470588235294,0.2352941176470588,170
openclip_vit_b16_siglip,street_car,containing,mean_positive_specificity_gain,0.0188488282987466,0.0166344916811672,0.0211353224699431,170
openclip_vit_b16_siglip,street_car,containing,mean_false_absence_tolerance,0.0012626206517555,-0.0001687379774474,0.0026656219664737,170
openclip_vit_b16_siglip,street_car,containing,positive_top_rate,0.8588235294117647,0.8058823529411765,0.9117647058823528,170
openclip_vit_b16_siglip,street_car,containing,false_negative_top_rate,0.0411764705882352,0.0176470588235294,0.0707352941176469,170
openclip_vit_b16_siglip,cat_sofa,base,mean_positive_specificity_gain,0.067062319134918,0.0632027842962703,0.0708379854976011,37
openclip_vit_b16_siglip,cat_sofa,base,mean_false_absence_tolerance,0.0643269393491659,0.0594095493521477,0.0690683499316388,37
openclip_vit_b16_siglip,cat_sofa,base,positive_top_rate,0.4864864864864865,0.3243243243243243,0.6486486486486487,37
openclip_vit_b16_siglip,cat_sofa,base,false_negative_top_rate,0.5135135135135135,0.3513513513513513,0.6756756756756757,37
openclip_vit_b16_siglip,cat_sofa,photo_prefix,mean_positive_specificity_gain,0.0591742977354054,0.0556208177908652,0.0628015525346122,37
openclip_vit_b16_siglip,cat_sofa,photo_prefix,mean_false_absence_tolerance,0.0402467248671284,0.0372554494102397,0.0436424677378016,37
openclip_vit_b16_siglip,cat_sofa,photo_prefix,positive_top_rate,1.0,1.0,1.0,37
openclip_vit_b16_siglip,cat_sofa,photo_prefix,false_negative_top_rate,0.0,0.0,0.0,37
openclip_vit_b16_siglip,cat_sofa,visible,mean_positive_specificity_gain,0.063594745837896,0.0587320401156686,0.0686216415800313,37
openclip_vit_b16_siglip,cat_sofa,visible,mean_false_absence_tolerance,0.0682219292991264,0.063585135299678,0.0731628956332099,37
openclip_vit_b16_siglip,cat_sofa,visible,positive_top_rate,0.2702702702702703,0.1351351351351351,0.4054054054054054,37
openclip_vit_b16_siglip,cat_sofa,visible,false_negative_top_rate,0.7297297297297297,0.5945945945945946,0.8648648648648649,37
openclip_vit_b16_siglip,cat_sofa,containing,mean_positive_specificity_gain,0.0736742934295129,0.069869065671689,0.0773472167279177,37
openclip_vit_b16_siglip,cat_sofa,containing,mean_false_absence_tolerance,0.0443362199562299,0.0408866756978841,0.0474657643352035,37
openclip_vit_b16_siglip,cat_sofa,containing,positive_top_rate,1.0,1.0,1.0,37
openclip_vit_b16_siglip,cat_sofa,containing,false_negative_top_rate,0.0,0.0,0.0,37
openclip_vit_b16_siglip,person_beach,base,mean_positive_specificity_gain,0.0242954583377857,0.0186298078453796,0.0297180108258585,30
openclip_vit_b16_siglip,person_beach,base,mean_false_absence_tolerance,0.0117707564650361,0.0052555337444034,0.0177833198940479,30
openclip_vit_b16_siglip,person_beach,base,positive_top_rate,0.8,0.6333333333333333,0.9333333333333332,30
openclip_vit_b16_siglip,person_beach,base,false_negative_top_rate,0.1,0.0,0.2333333333333333,30
openclip_vit_b16_siglip,person_beach,photo_prefix,mean_positive_specificity_gain,0.0230138028543106,0.0161628504250896,0.0296356721385159,30
openclip_vit_b16_siglip,person_beach,photo_prefix,mean_false_absence_tolerance,-0.0024621946071083,-0.0076959307588093,0.0024085817833952,30
openclip_vit_b16_siglip,person_beach,photo_prefix,positive_top_rate,0.8,0.6333333333333333,0.9333333333333332,30
openclip_vit_b16_siglip,person_beach,photo_prefix,false_negative_top_rate,0.0,0.0,0.0,30
openclip_vit_b16_siglip,person_beach,visible,mean_positive_specificity_gain,0.009357086442357,0.0021371850699949,0.0163720576007965,30
openclip_vit_b16_siglip,person_beach,visible,mean_false_absence_tolerance,0.0018031820698435,-0.0028154050609699,0.0063591424431291,30
openclip_vit_b16_siglip,person_beach,visible,positive_top_rate,0.7,0.5333333333333333,0.8666666666666667,30
openclip_vit_b16_siglip,person_beach,visible,false_negative_top_rate,0.0666666666666666,0.0,0.1666666666666666,30
openclip_vit_b16_siglip,person_beach,containing,mean_positive_specificity_gain,0.0279702546275499,0.0215957353251434,0.0336016594560457,30
openclip_vit_b16_siglip,person_beach,containing,mean_false_absence_tolerance,-0.0171572238584758,-0.0207964405159285,-0.0131829428801664,30
openclip_vit_b16_siglip,person_beach,containing,positive_top_rate,0.9,0.8,1.0,30
openclip_vit_b16_siglip,person_beach,containing,false_negative_top_rate,0.0,0.0,0.0,30
openclip_vit_b16_siglip,bicycle_street,base,mean_positive_specificity_gain,0.0306569916182463,0.0258618587764714,0.0358830336542657,36
openclip_vit_b16_siglip,bicycle_street,base,mean_false_absence_tolerance,0.027068180661944,0.0205554069866585,0.0343944172920187,36
